brand,skucode,upc,description,verbose_description,size,wholesale_price,retail_price
AURA CACIA,AC0018,051381911553,CARDAMOM ESSOIL .5OZ,Essential Oil Cardamom Seed (elettaria cardamomum),0.5 oz,14.15,23.58
AURA CACIA,AC0020,051381911560,CARROT SD ESS OIL .5OZ,Essential Oil Carrot Seed (daucus carota),0.5 oz,11.99,19.99
AURA CACIA,AC0027,051381911102,CASSIA BARK .5OZ,Essential Oil Cinnamon Cassia (cinnamomum cassia),0.5 oz,4.49,7.49
AURA CACIA,AC0702,051381914059,CASTOR OIL CERTORG 16OZ,Castor Oil Certified Organic,16 oz,8.99,14.99
AURA CACIA,AC0704,051381914035,CASTOR OIL CERTORG 4OZ,Castor Oil Certified Organic,4 oz,3.29,5.49
AURA CACIA,AC0021,051381911089,CEDARWOOD TEXAS ESS OIL .5OZ,Essential Oil Cedarwood (juniperus mexicana scheide),0.5 oz,2.37,3.95
AURA CACIA,AC0697,089836194923,CERT ORG FLAVORING VANILLA 2OZ,Certified Organic Flavoring Vanilla,2 oz,3.92,5.59
AURA CACIA,AC0696,089836194985,CERT ORG FLAVORING VANILLA 4OZ,Certified Organic Flavoring Vanilla,4 oz,6.79,9.69
AURA CACIA,AC0676,051381903473,CHAKRA ROLLON ENLGHTCRWN .31OZ,Chakra Balancing Aromatherapy Roll On Enlightening Crown,0.31 oz,9.59,15.99
AURA CACIA,AC0677,051381903459,CHAKRA ROLLON EXPRSVTHRT .31OZ,Chakra Balancing Aromatherapy Roll On Expressive Throat,0.31 oz,9.59,15.99
AURA CACIA,AC0678,051381903411,CHAKRA ROLLON GRND ROOT .31OZ,Chakra Balancing Aromatherapy Roll On Grounding Root,0.31 oz,9.59,15.99
AURA CACIA,AC0680,051381903442,CHAKRA ROLLON OPEN HEART .31OZ,Chakra Balancing Aromatherapy Roll On Opening Heart,0.31 oz,9.59,15.99
AURA CACIA,AC0681,051381903428,CHAKRA ROLLON SENSLSACRL .31OZ,Chakra Balancing Aromatherapy Roll On Sensual Sacral,0.31 oz,9.59,15.99
AURA CACIA,AC0675,051381903435,CHAKRA ROLLON SOLR PLEXS .31OZ,Chakra Balancing Aromatherapy Roll On Empowering Solar Plexus,0.31 oz,9.59,15.99
AURA CACIA,AC0679,051381903466,CHAKRA ROLLON THIRD EYE .31OZ,Chakra Balancing Aromatherapy Roll On Insightful Third Eye,0.31 oz,9.59,15.99
AURA CACIA,AC0665,051381886554,CHILL PILL MIST 2OZ,Chill Pill Mist,2 oz,4.79,7.99
AURA CACIA,AC0029,051381911119,CINNAMON LEAF ESS OIL .5OZ,Essential Oil Cinnamon Leaf (cinnamomum zeylanicum),0.5 oz,5.04,8.4
AURA CACIA,AC0101,051381911812,CITRONEL ESS OIL 2OZ,Essential Oil Citronella (cymbopagon nardus),2 oz,7.4,12.33
AURA CACIA,AC0031,051381911126,CITRONELLA  JAVA ESS OIL .5OZ,Essential Oil Citronella Java,0.5 oz,2.28,3.8
AURA CACIA,AC0033,051381911133,CLARY SAGE ESSEN OIL .5OZ,Essential Oil Clary Sage (salva sclarea),0.5 oz,8.03,13.39
AURA CACIA,AC0689,051381997939,CLOVE BUD BOXED .5OZ,Clove Bud Boxed,0.5 oz,4.53,7.55
AURA CACIA,AC0035,051381911140,CLOVE ESS OIL .5OZ,Essential Oil Clove Bud,0.5 oz,4.53,7.55
AURA CACIA,AC0480,051381999940,COMMUTER PACK LAVENDER 2PC,Commuter Pack (Car Diffuser w/.5 oz oil) Lavender,2 pc,12.59,20.99
AURA CACIA,AC0478,051381999988,COMMUTER PACK PEPPERMINT 2PC,Commuter Pack (Car Diffuser w/.5 oz oil) Peppermint,2 pc,12.59,20.99
AURA CACIA,AC0666,051381886561,COOL HOTTIE MIST 2OZ,Cool Hottie Mist,2 oz,4.79,7.99
AURA CACIA,AC0037,051381911584,CORIANDR ESS OIL .5OZ,Essential Oil Coriander Seed (coriandrum sativum),0.5 oz,4.43,7.39
AURA CACIA,AC0670,051381997601,DAYTIM ARGANFACIAL OILSERUM1OZ,Daytime Argan Facial Oil Serum,1 oz,11.99,19.99
AURA CACIA,AC0671,051381997588,DEEPROSEHIP FACIALOIL SERUM1OZ,Deep Rosehip Facial Oil Serum,1 oz,11.99,19.99
AURA CACIA,AC8616,051381998837,DISP 1 TIER ORGANIC 36PC,Display 1 Tier Organic,36 pc,233.82,0
AURA CACIA,AC8121,051381913120,DISP ESS OIL BROCHURE 25PK##V,Essential Oils Brochure Prepack,25 pc,5.83,0.41
AURA CACIA,AC8426,,DISPAROMATHRPYFMBTHTANG/GRPFR,Aromatherapy Foam Bath Tangr/Grapefruit Counter Display,6 pc,11.82,3.29
AURA CACIA,AC8423,,DISPC ARM FM BTH GINGMNT 2.5OZ,Aromatherapy Foam Bath Ginger Mint Counter Display,10 pc,11.82,3.29
AURA CACIA,AC8425,,DISPC ARM FM BTH PATORG 2.5OZ,Aromatherapy Foam Bath Patchouli/Orange Counter Display,6 pc,11.82,3.29
AURA CACIA,AC8424,,DISPC ARM FMBTH LAVNDR2.5O10PC,Aromatherapy Foam Bath Lavender Counter Display,6 pc,11.82,3.29
AURA CACIA,AC8417,051381917678,DISPC AROMA FOAM BATH 2.5OZ/72,Aromatherapy Foam Bath Floor Display,72 pc,141.84,0
AURA CACIA,AC8622,051381997564,DISPC CANDY CANE BLND .5OZ12PC,Candy Cane Blend Counter Display,12 pc,71.88,9.99
AURA CACIA,AC8623,051381997540,DISPC CANDY CANE SPRTZ 2OZ12PC,Uplifting Air Freshener Spritz Candy Cane Display,12 pc,57.48,7.99
AURA CACIA,AC8624,051381997502,DISPC CHAKRRLLNS.31OZ,Chakra Balancing Aromatherapy Roll Ons Display,28 pc,268.52,15.99
AURA CACIA,AC8457,051381917623,DISPC ESSEN OIL LAVENDER .5OZ/,Essential Oil Lavender Counter Display,25 pc,184.71,0
AURA CACIA,AC8614,051381998820,DISPD 2-TIER ORGANIC ESSEN OIL,2-Tier Organic Essential Oil Drawer Display,78 pc,534.12,0
AURA CACIA,AC8628,051381915766,DISPF 2-TIER STANDRD DISP 72PC,2-Tier Standard Floor Display,72 pc,450.28,0
AURA CACIA,AC8508,051381999889,DISPF AROMA KIDSFOAMBATH 2.5OZ,Kids Aromatherapy Foam Bath Floor Display,72 pc,141.84,0
AURA CACIA,AC8583,051381999636,DISPF BUBBLE BATH SHIPPER 36PC,Bubble Bath Shipper,36 pc,194.04,0
AURA CACIA,AC8264,051381917784,DISPF MINRL BATH FLR DISP 72PC,Mineral Bath Floor Display,72 pc,141.84,0
AURA CACIA,AC8617,051381998714,DISPLC PILLOWPOTIONMIST12PC,Pillow Potion Mist Counter Display,12 pc,57.44,0
AURA CACIA,AC0163,051381911485,ENERGIZE BLEND OIL .5OZ,Aromatherapy Oil Blend Energize,0.5 oz,6.12,10.19
AURA CACIA,AC0141,051381885328,ENERGIZE MASSAGE OIL 4OZ,Bath/Massage Oil Energize,4 oz,4.89,8.15
AURA CACIA,AC0700,051381912161,ESNTLOIL 100% LAVNDRTTREE .5OZ,Essential Oil 100% Pure Lavender Tea Tree,0.5 oz,11.99,19.99
AURA CACIA,AC0701,051381912178,ESNTLOIL 100% LEMONTTREE .5OZ,Essential Oil 100% Pure Lemon Tea Tree,0.5 oz,11.99,19.99
AURA CACIA,AC0708,051381912352,ESNTLOIL HELCHRYSM JOJOBA .5OZ,Essential Oil Helichrysum in Jojoba Oil,0.5 oz,9.59,15.99
AURA CACIA,AC0552,051381881191,ESS OIL MEDIEVAL BLEND .5OZ,Essential Solutions Oil Medieval Mix,0.5 oz,6.59,10.99
AURA CACIA,AC0545,051381881108,ESS SOLUTINS OIL FRST RESPNS .,Essential Solutions Oil First Response,0.5 oz,6.59,10.99
AURA CACIA,AC0542,051381881184,ESS SOLUTIONS OIL CHILL PILL .,Essential Solutions Oil Chill Pill,0.5 oz,6.59,10.99
AURA CACIA,AC0543,051381881092,ESS SOLUTIONS OIL COOL HOTTIE ,Essential Solutions Oil Cool Hottie,0.5 oz,6.59,10.99
AURA CACIA,AC0547,051381881122,ESS SOLUTIONS OIL LOVE POTION ,Essential Solutions Oil Love Potion,0.5 oz,6.59,10.99
AURA CACIA,AC0548,051381881139,ESS SOLUTIONS OIL MELLOW MIX.5,Essential Solutions Oil Mellow Mix,0.5 oz,6.59,10.99
AURA CACIA,AC0549,051381881115,ESS SOLUTIONS OIL PANIC BTTN .,Essential Solutions Oil Panic Button,0.5 oz,6.59,10.99
AURA CACIA,AC0550,051381881160,ESS SOLUTIONS OIL PEP TALK .5O,Essential Solutions Oil Pep Talk,0.5 oz,6.59,10.99
AURA CACIA,AC0551,051381881177,ESS SOLUTIONS OIL PLLOW POTN .,Essential Solutions Oil Pillow Potion,0.5 oz,6.59,10.99
AURA CACIA,AC0544,051381881153,ESS SOLUTNS OIL CREATIVE JCE .,Essential Solutions Oil Creative Juice,0.5 oz,6.59,10.99
AURA CACIA,AC0546,051381881146,ESS SOLUTNS OIL GRY MTTR BTTR ,Essential Solutions Oil Gray Matter Batter,0.5 oz,6.59,10.99
AURA CACIA,AC0695,051381999025,EUCALYPTUS BOXED .5OZ,Eucalyptus Boxed,0.5 oz,3.6,5.99
AURA CACIA,AC0620,051381882426,EUCALYPTUS HARVEST MIST 4OZ,Harvest Mist Eucalyptus,4 oz,4.79,7.99
AURA CACIA,AC0617,051381882457,EUCALYPTUSHARVESTBODYOIL4OZ,Harvest Body Oil Eucalyptus,4 oz,4.89,8.15
AURA CACIA,AC0614,051381885090,EUCALYPTUSHARVESTMINERALBATH2.,Harvest Mineral Bath Eucalyptus,2.5 oz,1.97,3.29
AURA CACIA,AC0164,051381911522,EUPHORIA BLND OIL.5OZ,Aromatherapy Oil Blend Euphoria,0.5 oz,6.12,10.19
AURA CACIA,AC0143,051381885144,EUPHORIA MASSAGE OIL 4OZ,Bath/Massage Oil Euphoria,4 oz,4.89,8.15
AURA CACIA,AC0043,051381911171,FENNEL ESS OIL .5OZ,Essential Oil Fennel (leoniculum vulgare),0.5 oz,3.89,6.49
AURA CACIA,AC0667,051381886578,FIRST RESPONSE MIST 2OZ,First Response Mist,2 oz,4.79,7.99
AURA CACIA,AC0048,051381911201,GERANIUM ESSEN OIL .5OZ,Essential Oil Geranium (pelargonium graveolens),0.5 oz,10.19,16.99
AURA CACIA,AC0050,051381911218,GINGER ESSEN OIL .5OZ,Essential Oil Ginger (zingiber officinale),0.5 oz,8.48,14.15
AURA CACIA,AC0458,051381911713,GRAPESEED OIL 4OZ,Pure Skin Care Oil Grapeseed,4 oz,3,4.99
AURA CACIA,AC0125,051381911744,GRAPESEEDOIL 16OZ,Pure Skin Care Oil Grapeseed w/Natural Vit E,16 oz,8.7,14.49
AURA CACIA,AC0165,051381911492,HEARTSONG BLEND OIL .5OZ,Aromatherapy Oil Blend Heartsong,0.5 oz,6.12,10.19
AURA CACIA,AC0145,051381885335,HEARTSONG MASSAGE OIL 4OZ,Bath/Massage Oil Heartsong,4 oz,4.89,8.15
AURA CACIA,AC0054,051381911607,HYSSOP ESSOIL .5OZ,Essential Oil Hyssop (hyssopus officinalis),0.5 oz,16.49,27.49
AURA CACIA,AC0166,051381911508,INSPIRATIONAL BLEND OIL .5OZ,Aromatherapy Oil Blend Inspiration,0.5 oz,6.12,10.19
AURA CACIA,AC0269,051381911720,JOJOBA OIL 4OZ,Jojoba Oil,4 oz,9.35,15.59
AURA CACIA,AC0124,051381911751,JOJOBA OIL16OZ,Pure Skin Care Oil Jojoba,16 oz,32.7,54.49
AURA CACIA,AC0198,051381912888,LAVANDIN .5OZ,Essential Oil Lavandin (lavandula intermedia),0.5 oz,3.35,5.59
AURA CACIA,AC0691,051381999018,LAVENDER BOXED .5OZ,Lavender Boxed,0.5 oz,7.39,12.29
AURA CACIA,AC0058,051381911232,LAVENDER ESS OIL .5OZ,Essential Oil Lavender (lavendula augustifolia),0.5 oz,7.39,12.29
AURA CACIA,AC0104,051381911843,LAVENDER ESS OIL 2OZ,Essential Oil Lavender (lavendula augustifolia),2 oz,22.95,38.29
AURA CACIA,AC0216,051381886189,LAVENDER HARVEST AROMATH OIL 4,Aromatherapy Oil Lavender Harvest,4 oz,4.89,8.15
AURA CACIA,AC0218,051381886202,LAVENDER HARVEST AROMATHERAPY.,Aromatherapy Oil Blend Lavender Harvest,0.5 oz,6.12,10.19
AURA CACIA,AC0217,051381886196,LAVENDER HARVEST BATH OIL 8OZ,Bath/Massage Oil Lavender Harvest,8 oz,7.99,13.29
AURA CACIA,AC0199,051381912895,LAVENDER-SPIKE .5OZ,"Essential Oil Lavender, Spike (lavandula latifolia)",0.5 oz,5.58,9.29
AURA CACIA,AC0698,051381912376,LEMON BALM IN JOJOBA OIL .5OZ,Lemon Balm (In Jojoba Oil),0.5 oz,9.59,15.99
AURA CACIA,AC0062,051381911256,LEMONGRASS ESS OIL .5OZ,Essential Oil Lemongrass (cymbopagon citratus),0.5 oz,3.83,6.39
AURA CACIA,AC0660,051381998059,MACADAMIA OIL CERTFD ORGNC 1OZ,Macadamia Oil Certified Organic,1 oz,6.59,10.99
AURA CACIA,AC0066,051381911270,MARJORAM ESS OIL .5OZ,Essential Oil Marjoram (thymus masticina),0.5 oz,5.03,8.39
AURA CACIA,AC0484,051381885397,MASSAGE CREAM CINNAM YLANGYLAN,Massage Cream Cinnamon/Ylang Ylang,4 oz,5.69,9.49
AURA CACIA,AC0486,051381885403,MASSAGE CREAM GINGER MINT 4OZ,Massage Cream Ginger/Mint,4 oz,5.69,9.49
AURA CACIA,AC0488,051381885427,MASSAGE CREAM LAVENDER 4OZ,Massage Cream Lavender,4 oz,5.69,9.49
AURA CACIA,AC0490,051381885410,MASSAGE CREAM PATCHOUL SWEETOR,Massage Cream Patchouli Sweet Orange,4 oz,5.69,9.49
AURA CACIA,AC0492,051381885380,MASSAGE CREAM TANGERN GRAEFRT4,Massage Cream Tangerine Grapefruit,4 oz,5.69,9.49
AURA CACIA,AC0494,051381885434,MASSAGE CREAM UNSCENTED 4OZ,Massage Cream Unscented,4 oz,5.69,9.49
AURA CACIA,AC0172,051381886028,MASSAGE OIL RELAXATION CITRUS ,Bath/Massage Oil Relaxing Citrus,4 oz,4.89,8.15
AURA CACIA,AC0453,051381916916,MINRL BATH BALANCNG SAGE 2.5OZ,Mineral Bath Balancing Sage,2.5 oz,1.97,3.29
AURA CACIA,AC0135,051381885212,MINRL BATH CMFRT GERANIUM 16OZ,Mineral Bath Comforting Geranium,16 oz,7.49,12.49
AURA CACIA,AC0129,051381885175,MINRL BATH CMFRT GERANIUM 3OZ,Mineral Bath Comforting Geranium,3 oz,1.97,3.29
AURA CACIA,AC0127,051381885168,MINRL BATH ENERGZNG  LEMON 3OZ,Mineral Bath Energizing Lemon,3 oz,1.97,3.29
AURA CACIA,AC0128,051381885113,MINRL BATH EUPHRC YLNGYLNG 3OZ,Mineral Bath Euphoric Ylang Ylang,3 oz,1.97,3.29
AURA CACIA,AC0130,051381885182,MINRL BATH INSPIR ROSEMARY 3OZ,Mineral Bath Inspiring Rosemary,3 oz,1.97,3.29
AURA CACIA,AC0452,051381916961,MINRL BATH MEDTAT CEDRSD 2.5OZ,Mineral Bath Meditating Cedarsood,2.5 oz,1.97,3.29
AURA CACIA,AC0616,051381885083,MINRL BATH PURFY TEATREE 2.5OZ,Mineral Bath Purifying Tea Tree,2.5 oz,1.97,3.29
AURA CACIA,AC0215,051381886172,MINRL BATH RELAX LAVENDR 16OZ,Mineral Bath Relaxing Lavender,16 oz,7.49,12.49
AURA CACIA,AC0214,051381886165,MINRL BATH RELAX LAVENDR 2.5OZ,Mineral Bath Relaxing Lavender,2.5 oz,1.97,3.29
AURA CACIA,AC0454,051381886080,MINRL BATH RELX SWTORANG 2.5OZ,Mineral Bath Relaxing Sweet Orange,2.5 oz,1.97,3.29
AURA CACIA,AC0615,051381885076,MINRL BATH RFRSH PEPRMNT 2.5OZ,Mineral Bath Refreshing Peppermint,2.5 oz,1.97,3.29
AURA CACIA,AC0137,051381885250,MINRL BATH TRNQL CHAMOML 16OZ,Mineral Bath Tranquil Chamomile,16 oz,7.49,12.49
AURA CACIA,AC0131,051381885199,MINRL BATH TRNQL CHAMOML 3OZ,Mineral Bath Tranquil Chamomile,3 oz,1.97,3.29
AURA CACIA,AC0132,051381885243,MINRL BATH WARM FIRBALSAM 16OZ,Mineral Bath Warming Fir Balsam,16 oz,7.49,12.49
AURA CACIA,AC0126,051381885151,MINRL BATH WARM FIRBALSAM 3OZ,Mineral Bath Warming Fir Balsam,3 oz,1.97,3.29
AURA CACIA,AC0699,051381998158,MIST BOTTLE (EMPTY) W/CAP 4OZ,Mist Bottle (Empty) with Cap,4 oz,1.79,2.99
AURA CACIA,AC0067,051381911287,MYRRH ESS OIL .5OZ,Essential Oil Myrrh (commiphora molmo),0.5 oz,13.5,22.5
AURA CACIA,AC0201,051381912918,MYRTLE .5OZ,Essential Oil Myrtle (myrtus communis),0.5 oz,6.86,11.43
AURA CACIA,AC0693,051381999032,NATURAL PEPPERMINT BOXED .5OZ,Natural Peppermint Boxed,0.5 oz,5.38,8.99
AURA CACIA,AC0225,051381912093,NEROLI .125OZ,Essential Oil Neroli (citrus aurantium),0.125 oz,40.31,67.19
AURA CACIA,AC0672,051381997595,NIGHT BAOBABFACIAL OILSERUM1OZ,Nighttime Baobab Facial Oil Serum,1 oz,11.99,19.99
AURA CACIA,AC0070,051381911294,ORANGE SWEET ESSEN OIL .5OZ,Essential Oil Orange Sweet (citrus sinensis),0.5 oz,2.49,4.15
AURA CACIA,AC0202,051381912925,ORANGE-MANDARIN .5OZ,Essential Oil Orange Mandarin (citrus reticulata),0.5 oz,4.29,7.15
AURA CACIA,AC0106,051381911867,ORANGESWEET ESS OIL 2OZ,Essential Oil Orange Sweet (citrus sinensis),2 oz,8.13,13.55
AURA CACIA,AC0419,051381906085,ORG SKIN CARE OIL JOJOBA 4OZ,Organics Skin Care Oil Jojoba,4 oz,10.79,17.99
AURA CACIA,AC0420,051381906092,ORG SKIN CARE OIL SESAME 4OZ,Organics Skin Care Oil Sesame,4 oz,4.17,6.95
AURA CACIA,AC0421,051381906078,ORG SKIN CARE OIL SWEET ALMOND,Organics Skin Care Oil Sweet Almond,4 oz,8.19,13.65
AURA CACIA,AC0626,051381908294,ORGANIC CINNAMONLEAF.25OZ,Organic Cinnamon Leaf,0.25 oz,3.23,5.38
AURA CACIA,AC0627,051381908287,ORGANIC CITRONELLA.25OZ,Organic Citronella,0.25 oz,3.23,5.39
AURA CACIA,AC0628,051381908119,ORGANIC CLARYSAGE.25OZ,Organic Clary Sage,0.25 oz,11.99,19.99
AURA CACIA,AC0629,051381908096,ORGANIC CLOVEBUD.25OZ,Organic Clove Bud,0.25 oz,5.86,9.77
AURA CACIA,AC0630,051381908171,ORGANIC CYPRESS.25OZ,Organic Cypress,0.25 oz,6.66,11.1
AURA CACIA,AC0641,051381908058,ORGANIC DARK PATCHOULI.25OZ,Organic Dark Patchouli,0.25 oz,10.5,17.49
AURA CACIA,AC0631,051381908027,ORGANIC EUCALYPTUS.25OZ,Organic Eucalyptus,0.25 oz,5.58,9.29
AURA CACIA,AC0632,051381908089,ORGANIC GERANIUM.25OZ,Organic Geranium,0.25 oz,12.48,20.79
AURA CACIA,AC0634,051381908133,ORGANIC GRAPEFRUIT.25OZ,Organic Grapefruit,0.25 oz,5,8.34
AURA CACIA,AC0635,051381908010,ORGANIC LAVENDER.25OZ,Organic Lavender,0.25 oz,8.79,14.65
AURA CACIA,AC0636,051381908102,ORGANIC LEMON.25OZ,Organic Lemon,0.25 oz,3.63,6.05
AURA CACIA,AC0637,051381908157,ORGANIC LEMONGRASS.25OZ,Organic Lemongrass,0.25 oz,3.83,6.39
AURA CACIA,AC0640,051381908249,ORGANIC OREGANO.25OZ,Organic Oregano,0.25 oz,6.75,11.25
AURA CACIA,AC0642,051381908201,ORGANIC PINE.25OZ,Organic Pine,0.25 oz,5.75,9.59
AURA CACIA,AC0644,051381908065,ORGANIC ROSEMARY.25OZ,Organic Rosemary,0.25 oz,4.97,8.29
AURA CACIA,AC0633,051381908232,ORGANIC SPIKE LAVENDER.25OZ,Organic Spike Lavender,0.25 oz,5.95,9.92
AURA CACIA,AC0638,051381908256,ORGANIC SWEET MARJORAM.25OZ,Organic Sweet Marjoram,0.25 oz,8.22,13.7
AURA CACIA,AC0639,051381908126,ORGANIC SWEET ORANGE.25OZ,Organic Sweet Orange,0.25 oz,3.54,5.89
AURA CACIA,AC0623,051381908164,ORGANIC SWEETBASIL.25OZ,Organic Sweet Basil,0.25 oz,7.32,12.2
AURA CACIA,AC0645,051381908041,ORGANIC TEATREE.25OZ,Organic Tea Tree,0.25 oz,4.79,7.99
AURA CACIA,AC0646,051381908195,ORGANIC VETIVER.25OZ,Organic Vetiver,0.25 oz,9.76,16.27
AURA CACIA,AC0647,051381908072,ORGANIC YLANG YLANG.25OZ,Organic Ylang Ylang,0.25 oz,6.99,11.65
AURA CACIA,AC0624,051381908218,ORGANICNATURALBERGAMONT.25OZ,Organic Natural Bergamont,0.25 oz,7.79,12.99
AURA CACIA,AC0643,051381908034,ORGANICNATURALPEPPERMINT.25OZ,Organic Natural Peppermint,0.25 oz,6.27,10.45
AURA CACIA,AC0654,051381903114,ORGMILKOATBATHCHAMOMILE1.75OZ,Organic Milk & Oat Bath Chamomile Certified Organic,1.75 oz,1.97,3.29
AURA CACIA,AC0655,051381903107,ORGMILKOATBATHHELICHRYSUM1.75O,Organic Milk & Oat Bath Helichrysum Certified Organic,1.75 oz,1.97,3.29
AURA CACIA,AC0203,051381912932,PALMAROSA.5OZ,Essential Oil Palmarosa (cymbopogon martini),0.5 oz,4.85,8.09
AURA CACIA,AC0668,051381886585,PANIC BUTTON MIST 2OZ,Panic Button Mist,2 oz,4.79,7.99
AURA CACIA,AC0107,051381911874,PATCHOULI ESS OIL 2OZ,Essential Oil Patchouli (pogostemon cablin),2 oz,43.49,72.48
AURA CACIA,AC0072,051381911300,PATCHOULIESS OIL .5OZ,Essential Oil Patchouli (pogostemon cabin),0.5 oz,11.82,19.7
AURA CACIA,AC0669,051381886592,PEP TALK MIST 2OZ,Pep Talk Mist,2 oz,4.79,7.99
AURA CACIA,AC0109,051381911898,PEPPERMINT ESS OIL2OZ,Essential Oil Peppermint (mentha piperita),2 oz,16.53,27.59
AURA CACIA,AC0621,051381882402,PEPPERMINT HARVEST MIST 4OZ,Harvest Mist Peppermint,4 oz,4.79,7.99
AURA CACIA,AC0076,051381911324,PEPPERMINTESS OIL .5OZ,Essential Oil Peppermint (mentha piperita),0.5 oz,5.38,8.99
AURA CACIA,AC0618,051381882433,PEPPERMINTHARVESTBODYOIL4OZ,Harvest Body Oil Peppermint,4 oz,4.89,8.15
AURA CACIA,AC0007,051381911034,PERU BALSAM  .5OZ,Essential Oil Balsam Peru (myroxylon pereae),0.5 oz,6.27,10.45
AURA CACIA,AC0652,051381886547,PILLOW POTION MIST 2OZ,Pillow Potion Mist,2 oz,4.79,7.99
AURA CACIA,AC0204,051381912949,PINE .5OZ,Essential Oil Pine (pinus sylvestris),0.5 oz,4.79,7.98
AURA CACIA,AC0463,051381912338,PRC ESS OIL GERMCHAML W/JOJOBA,Precious Essentials Oil German Chamomile w/Jojoba,0.5 oz,6.59,10.99
AURA CACIA,AC0464,051381912284,PRC ESS OIL JASMN ABSOL W/JOJO,Precious Essentials Oil Jasmine Absolute w/Jojoba,0.5 oz,9.59,15.99
AURA CACIA,AC0465,051381912345,PRC ESS OIL MYRRH W/JOJOBA .5O,Precious Essentials Oil Myrrh w/Jojoba,0.5 oz,6.59,10.99
AURA CACIA,AC0466,051381912291,PRC ESS OIL NEROLI W/JOJOBA .5,Precious Essentials Oil Neroli w/Jojoba,0.5 oz,10.28,17.19
AURA CACIA,AC0468,051381912277,PRC ESS OIL ROSE ABSOL W/JOJO ,Precious Essentials Oil Rose Absolute w/Jojoba,0.5 oz,8.98,14.99
AURA CACIA,AC0469,051381912260,PRC ESS OIL ROSE OTTO W/JOJOB ,Precious Essentials Oil Rose Otto w/Jojoba,0.5 oz,10.68,17.79
AURA CACIA,AC0470,051381912253,PRC ESS OIL SANDALWOOD W/JOJO ,Precious Essentials Oil Sandalwood w/Jojoba,0.5 oz,8.96,14.99
AURA CACIA,AC0471,051381912314,PRC ESS OIL VAN W/JOJOB.5OZ,Precious Essentials Oil Vanilla Absolute w/Jojoba,0.5 oz,14.93,24.89
AURA CACIA,AC0519,051381885922,PRECESSSKPWDVANILLA2.5O##V,Precious Essentials Soak Powder Vanilla,2.5 oz,2.39,3.99
AURA CACIA,AC0169,051381846275,PURE COCOA BUTTER 4OZ,Pure Cocoa Butter,4 oz,4.45,7.45
AURA CACIA,AC0597,051381882662,PURIFYNG EUCALYPTS SHOWER TAB ,Shower Tablets Purifying Eucalyptus,3 pkt,4.19,6.99
AURA CACIA,AC0093,051381911409,RED THYME ESS OIL .5OZ,"Essential Oil Thyme, Red (thymus vulgaris)",0.5 oz,8.95,14.92
AURA CACIA,AC0609,051381887421,REF M&GRPFRTLCRMTHRPYFRSHRFILL,Refreshing Lime & Grapefruit Electric Aromatherapy Air Freshener Refill,0.52 oz,4.19,6.99
AURA CACIA,AC0184,051381886141,RELAX CITRUS OIL .5OZ,Aromatherapy Oil Blend Relaxing Citrus,0.5 oz,6.12,10.19
AURA CACIA,AC0598,051381882679,RELAXNG LAVNDR SHOWER TAB 3PK,Shower Tablets Relaxing Lavender,3 pkt,4.19,6.99
AURA CACIA,AC0599,051381882655,REVIVNG PEPPRMNT SHOWER TAB 3P,Shower Tablets Reviving Peppermint,3 pkt,4.19,6.99
AURA CACIA,AC0649,051381886424,RFRSHLIMGRPFRUTAIRFRESHSPTZ6OZ,Refreshing Lime & Grapefruit Air Freshening Spritz,6 oz,6.59,10.99
AURA CACIA,AC0605,051381887230,RLX LVNDRLCTRCRMTHRPYARFRSHNR.,Relaxing Lavender Electric Aromatherapy Air Freshener,0.52 oz,8.99,14.99
AURA CACIA,AC0610,051381887438,RLX LVNDRLCTRCRMTHRPYFRSHRFIL.,Relaxing Lavender Electric Aromatherapy Air Freshener Refill,0.52 oz,4.19,6.99
AURA CACIA,AC0650,051381886431,RLXINGLAVNDERAIRFRESHNGSPTZ6OZ,Relaxing lavender Air Freshening Spritz,6 oz,6.59,10.99
AURA CACIA,AC0528,051381912109,ROSE ABSOLUTE OIL .125OZ,Essential Oil Rose Absolute (rosa centifolia),0.125 oz,35.63,59.39
AURA CACIA,AC0529,051381912116,ROSE OTTO OIL .125OZ,Essential Oil Rose Otto (rosa damascena),0.125 oz,58.09,96.82
AURA CACIA,AC0661,051381998110,ROSEHIP OIL CERTIFD ORGANC 1OZ,Rosehip Oil Certified Organic,1 oz,7.79,12.99
AURA CACIA,AC0707,051381902100,ROSEHIP OIL CERTORG 1OZ,Rosehip Oil Certified Organic,1 oz,7.79,12.99
AURA CACIA,AC0085,051381911362,SANDALWOOD ESS OIL .5OZ,Essential Oil Sandalwood (santalum album),0.5 oz,43.45,72.42
AURA CACIA,AC0213,051381911980,SESAME OIL4OZ,Sesame Oil,4 oz,3,4.99
AURA CACIA,AC0673,051381997571,SOOTH TAMANU FACIALOILSERUM1OZ,Soothing Tamanu Facial Oil Serum,1 oz,11.99,19.99
AURA CACIA,AC0162,051381911478,SOOTHING HEAT BLND OIL.5OZ,Aromatherapy Oil Blend Deep Heat,0.5 oz,6.12,10.19
AURA CACIA,AC0612,051381903077,SOOTHING ORG MLK & OAT BATH 1.,Soothing Organic Milk & Oat Bath,1.75 oz,1.97,3.29
AURA CACIA,AC0527,051381885137,SOOTHNG HEAT MASS OIL 4OZ,Bath/Massage Oil Soothing Heat,4 oz,4.89,8.15
